BMW,KIA,label
38,93,보통
55,200,빠름
31,80,보통
57,146,보통
134,103,보통
164,72,보통
238,80,보통
154,133,보통
125,3,느림
40,152,빠름
240,185,빠름
80,147,보통
95,61,보통
233,46,느림
147,24,느림
57,155,빠름
97,153,빠름
173,25,느림
149,182,빠름
13,102,보통
135,165,빠름
69,163,빠름
70,55,보통
73,86,보통
220,118,보통
88,174,빠름
189,83,보통
207,146,보통
170,19,느림
78,144,보통
119,196,빠름
100,133,보통
177,86,보통
180,82,보통
164,137,보통
39,147,보통
85,66,보통
238,33,느림
186,188,빠름
246,82,보통
105,59,보통
25,43,느림
0,128,느림
123,137,보통
235,22,느림
112,59,보통
85,134,보통
147,124,보통
96,196,빠름
226,109,보통
46,65,보통
216,13,느림
156,106,보통
159,127,보통
179,112,보통
112,28,느림
122,118,보통
173,153,빠름
130,103,보통
92,131,보통
106,16,느림
82,36,느림
126,123,보통
15,7,느림
139,127,보통
119,140,보통
134,128,보통
102,80,보통
6,89,보통
195,82,보통
50,167,빠름
153,50,보통
127,12,느림
155,160,빠름
179,169,빠름
241,0,느림
14,68,보통
248,27,느림
97,44,느림
195,194,빠름
34,114,보통
89,62,보통
110,109,보통
130,83,보통
80,26,느림
156,10,느림
199,156,빠름
27,71,보통
187,119,보통
93,83,보통
220,56,보통
201,119,보통
204,66,보통
198,118,보통
221,170,빠름
22,149,보통
143,128,보통
137,71,보통
81,35,느림
116,5,느림
70,20,느림
71,5,느림
193,59,보통
97,140,보통
118,170,빠름
131,45,느림
9,8,느림
156,144,보통
111,189,빠름
231,39,느림
153,115,보통
107,0,느림
229,46,느림
75,80,보통
15,188,빠름
129,179,빠름
238,133,보통
168,163,빠름
148,185,빠름
71,82,보통
240,144,보통
72,101,보통
185,142,보통
83,62,보통
239,140,보통
185,28,느림
43,181,빠름
242,174,빠름
243,140,보통
172,14,느림
162,61,보통
65,138,보통
47,97,보통
89,80,보통
18,189,빠름
223,180,빠름
79,119,보통
50,152,빠름
187,60,보통
33,42,느림
58,23,느림
247,53,보통
94,129,보통
80,126,보통
247,14,느림
34,34,느림
33,92,보통
15,117,보통
189,187,빠름
153,67,보통
181,158,빠름
244,86,보통
115,55,보통
112,131,보통
104,196,빠름
13,181,빠름
35,183,빠름
158,99,보통
75,4,느림
157,80,보통
139,90,보통
118,99,보통
111,167,빠름
187,33,느림
198,179,빠름
87,6,느림
195,113,보통
184,168,빠름
159,127,보통
150,8,느림
55,1,느림
98,62,보통
72,153,빠름
208,165,빠름
6,1,느림
205,150,빠름
19,99,보통
225,60,보통
144,104,보통
35,38,느림
221,135,보통
238,7,느림
94,170,빠름
234,16,느림
188,100,보통
4,135,보통
45,197,빠름
195,0,느림
50,19,느림
107,143,보통
110,41,느림
110,191,빠름
15,87,보통
56,155,빠름
101,71,보통
134,144,보통
244,151,빠름
99,58,보통
58,46,느림
60,95,보통
223,119,보통
139,74,보통
248,112,보통
1,21,느림
40,91,보통
66,124,보통
79,46,느림
83,193,빠름
190,58,보통
185,93,보통
40,57,보통
179,44,느림
164,3,느림
3,3,느림
167,35,느림
126,35,느림
232,134,보통
174,60,보통
43,4,느림
205,59,보통
59,183,빠름
246,135,보통
241,183,빠름
226,16,느림
239,20,느림
171,71,보통
249,122,보통
3,91,보통
4,17,느림
134,167,빠름
143,29,느림
203,186,빠름
41,123,보통
21,32,느림
26,49,느림
26,166,빠름
122,129,보통
159,117,보통
157,0,느림
115,108,보통
132,70,보통
185,149,보통
82,139,보통
135,64,보통
76,142,보통
48,151,빠름
32,87,보통
51,197,빠름
87,102,보통
88,0,느림
21,179,빠름
102,120,보통
195,113,보통
33,36,느림
33,172,빠름
202,160,빠름
12,83,보통
129,29,느림
125,161,빠름
79,29,느림
49,166,빠름
77,22,느림
2,173,빠름
121,114,보통
245,80,보통
221,143,보통
58,157,빠름
80,88,보통
152,70,보통
135,105,보통
212,111,보통
81,130,보통
143,61,보통
126,4,느림
241,26,느림
96,105,보통
124,44,느림
117,182,빠름
145,177,빠름
241,62,보통
91,102,보통
185,169,빠름
81,22,느림
171,95,보통
138,200,빠름
128,162,빠름
83,12,느림
77,31,느림
64,38,느림
141,143,보통
144,91,보통
164,107,보통
92,168,빠름
136,168,빠름
77,61,보통
7,72,보통
246,32,느림
241,104,보통
184,171,빠름
204,112,보통
15,109,보통
78,79,보통
74,83,보통
178,47,느림
24,34,느림
181,104,보통
200,200,빠름
10,70,보통
202,44,느림
57,182,빠름
211,124,보통
117,44,느림
35,89,보통
23,100,보통
29,158,빠름
233,159,빠름
145,183,빠름
201,177,빠름
244,105,보통
135,116,보통
246,30,느림
8,101,보통
226,167,빠름
76,139,보통
123,119,보통
245,2,느림
248,8,느림
161,54,보통
3,74,보통
205,97,보통
136,93,보통
204,67,보통
192,158,빠름
139,3,느림
136,113,보통
178,148,보통
66,104,보통
59,8,느림
231,196,빠름
168,72,보통
208,61,보통
235,179,빠름
63,181,빠름
48,24,느림
75,45,느림
247,83,보통
80,122,보통
15,19,느림
119,166,빠름
66,105,보통
63,56,보통
190,25,느림
190,116,보통
102,74,보통
6,117,보통
181,181,빠름
205,19,느림
30,200,빠름
92,140,보통
174,166,빠름
33,198,빠름
160,36,느림
247,21,느림
136,158,빠름
221,106,보통
84,67,보통
151,36,느림
182,126,보통
104,186,빠름
214,67,보통
190,20,느림
46,90,보통
218,33,느림
214,199,빠름
124,118,보통
68,50,보통
87,136,보통
199,60,보통
202,90,보통
243,178,빠름
55,48,느림
80,19,느림
59,174,빠름
166,184,빠름
8,148,보통
99,130,보통
3,5,느림
108,38,느림
140,121,보통
223,21,느림
102,104,보통
7,22,느림
174,176,빠름
240,35,느림
7,154,빠름
87,82,보통
51,169,빠름
6,125,보통
83,20,느림
236,75,보통
144,125,보통
74,193,빠름
39,134,보통
39,17,느림
102,199,빠름
235,89,보통
77,105,보통
5,8,느림
97,193,빠름
33,42,느림
57,131,보통
146,139,보통
98,58,보통
112,184,빠름
129,29,느림
119,2,느림
154,24,느림
115,18,느림
8,162,빠름
66,118,보통
217,146,보통
239,151,빠름
90,132,보통
43,200,빠름
52,56,보통
217,141,보통
238,72,보통
24,107,보통
141,111,보통
146,34,느림
25,120,보통
16,152,빠름
156,52,보통
18,72,보통
59,67,보통
19,9,느림
49,80,보통
64,3,느림
183,14,느림
210,144,보통
186,189,빠름
80,100,보통
7,8,느림
54,158,빠름
146,130,보통
148,107,보통
128,122,보통
144,84,보통
137,179,빠름
82,74,보통
250,21,느림
208,14,느림
16,23,느림
53,28,느림
228,99,보통
250,183,빠름
42,30,느림
121,92,보통
47,47,느림
179,121,보통
150,111,보통
158,101,보통
114,73,보통
99,77,보통
182,103,보통
153,125,보통
194,167,빠름
83,84,보통
56,182,빠름
219,19,느림
170,126,보통
222,117,보통
225,119,보통
62,160,빠름
75,13,느림
140,139,보통
194,31,느림
202,71,보통
77,123,보통
43,142,보통
145,13,느림
203,36,느림
199,81,보통
18,164,빠름
226,18,느림
223,75,보통
66,32,느림
19,164,빠름
194,67,보통
149,34,느림
174,63,보통
119,165,빠름
139,4,느림
120,191,빠름
13,38,느림
182,172,빠름
183,36,느림
78,92,보통
200,167,빠름
156,193,빠름
224,1,느림
33,167,빠름
62,162,빠름
241,84,보통
51,171,빠름
10,88,보통
100,15,느림
42,129,보통
141,57,보통
171,18,느림
100,150,빠름
33,9,느림
85,163,빠름
66,86,보통
120,160,빠름
91,68,보통
122,117,보통
0,70,느림
180,157,빠름
204,161,빠름
126,106,보통
86,175,빠름
168,158,빠름
238,53,보통
71,130,보통
250,170,빠름
124,61,보통
143,23,느림
249,66,보통
117,174,빠름
2,39,느림
185,60,보통
59,23,느림
160,93,보통
162,14,느림
203,155,빠름
168,67,보통
25,110,보통
164,51,보통
159,85,보통
9,66,보통
4,6,느림
24,6,느림
5,198,빠름
188,16,느림
193,193,빠름
87,162,빠름
126,54,보통
90,14,느림
158,30,느림
184,94,보통
10,166,빠름
187,176,빠름
117,45,느림
134,98,보통
82,73,보통
211,83,보통
160,73,보통
68,195,빠름
9,72,보통
3,100,보통
108,1,느림
30,133,보통
59,82,보통
135,16,느림
14,162,빠름
212,21,느림
33,143,보통
124,59,보통
181,60,보통
45,183,빠름
152,164,빠름
227,47,느림
78,116,보통
10,146,보통
206,76,보통
190,58,보통
185,71,보통
81,44,느림
107,178,빠름
59,5,느림
14,186,빠름
144,60,보통
180,26,느림
247,200,빠름
7,115,보통
190,43,느림
41,18,느림
232,4,느림
135,89,보통
4,66,보통
9,18,느림
92,25,느림
201,123,보통
61,198,빠름
89,16,느림
9,83,보통
132,194,빠름
214,141,보통
117,60,보통
213,61,보통
172,12,느림
39,114,보통
248,92,보통
150,98,보통
6,124,보통
118,46,느림
132,176,빠름
124,153,빠름
157,53,보통
100,109,보통
232,188,빠름
164,63,보통
29,112,보통
31,197,빠름
128,44,느림
9,42,느림
217,174,빠름
93,86,보통
238,155,빠름
115,94,보통
83,176,빠름
80,16,느림
7,40,느림
185,110,보통
228,11,느림
103,174,빠름
52,29,느림
8,27,느림
168,101,보통
191,105,보통
59,162,빠름
33,24,느림
15,131,보통
173,158,빠름
164,106,보통
66,7,느림
143,154,빠름
185,186,빠름
85,174,빠름
13,136,보통
107,51,보통
206,97,보통
112,29,느림
28,0,느림
107,160,빠름
135,88,보통
116,138,보통
113,128,보통
48,80,보통
56,41,느림
65,18,느림
97,191,빠름
191,11,느림
154,90,보통
43,18,느림
215,106,보통
168,7,느림
42,179,빠름
196,43,느림
152,89,보통
15,62,보통
230,41,느림
238,162,빠름
5,57,보통
181,179,빠름
140,33,느림
167,176,빠름
179,189,빠름
246,8,느림
196,62,보통
154,36,느림
250,175,빠름
60,55,보통
172,110,보통
56,179,빠름
203,188,빠름
225,15,느림
190,13,느림
47,140,보통
233,62,보통
158,34,느림
104,25,느림
223,21,느림
27,107,보통
114,0,느림
58,177,빠름
50,6,느림
2,26,느림
76,190,빠름
159,74,보통
204,43,느림
239,106,보통
48,75,보통
24,0,느림
60,63,보통
82,181,빠름
0,128,느림
33,82,보통
81,131,보통
199,124,보통
104,36,느림
159,31,느림
196,198,빠름
159,37,느림
126,53,보통
111,78,보통
76,88,보통
29,117,보통
14,189,빠름
22,37,느림
161,103,보통
22,173,빠름
136,54,보통
204,33,느림
232,155,빠름
122,137,보통
121,162,빠름
186,38,느림
18,59,보통
42,50,보통
117,10,느림
217,90,보통
65,47,느림
175,95,보통
152,154,빠름
171,173,빠름
157,43,느림
174,126,보통
74,14,느림
77,34,느림
190,179,빠름
195,70,보통
67,129,보통
37,174,빠름
106,20,느림
230,34,느림
214,52,보통
221,99,보통
230,118,보통
16,37,느림
230,23,느림
79,97,보통
170,118,보통
213,172,빠름
82,198,빠름
14,35,느림
196,104,보통
148,125,보통
233,162,빠름
27,169,빠름
37,65,보통
118,12,느림
207,4,느림
222,164,빠름
218,115,보통
163,6,느림
96,144,보통
37,29,느림
75,94,보통
93,78,보통
110,47,느림
225,152,빠름
41,143,보통
96,71,보통
198,117,보통
193,154,빠름
162,161,빠름
75,108,보통
24,194,빠름
179,20,느림
162,6,느림
103,128,보통
238,196,빠름
174,160,빠름
231,99,보통
86,164,빠름
197,148,보통
77,105,보통
59,7,느림
141,132,보통
139,74,보통
120,98,보통
129,70,보통
105,180,빠름
8,169,빠름
117,190,빠름
86,189,빠름
187,11,느림
201,129,보통
115,92,보통
48,170,빠름
192,169,빠름
243,130,보통
125,39,느림
30,11,느림
88,12,느림
191,51,보통
30,109,보통
32,43,느림
141,138,보통
193,96,보통
17,88,보통
121,21,느림
140,99,보통
82,34,느림
119,45,느림
43,58,보통
139,63,보통
114,88,보통
194,96,보통
16,17,느림
231,166,빠름
44,96,보통
129,147,보통
221,113,보통
243,162,빠름
213,166,빠름
23,132,보통
114,54,보통
42,83,보통
145,189,빠름
0,53,느림
76,113,보통
37,113,보통
179,157,빠름
121,52,보통
39,77,보통
126,172,빠름
186,49,느림
72,143,보통
21,120,보통
243,168,빠름
157,149,보통
242,62,보통
79,104,보통
224,24,느림
246,56,보통
240,66,보통
188,24,느림
162,161,빠름
2,51,보통
202,188,빠름
21,24,느림
7,116,보통
148,63,보통
89,177,빠름
216,42,느림
1,85,보통
92,122,보통
41,58,보통
135,101,보통
66,180,빠름
187,26,느림
92,49,느림
169,93,보통
47,9,느림
128,118,보통
66,185,빠름
146,189,빠름
140,90,보통
199,185,빠름
180,118,보통
187,95,보통
132,23,느림
203,87,보통
21,155,빠름
239,166,빠름
126,154,빠름
176,73,보통
205,104,보통
88,158,빠름
34,14,느림
139,17,느림
40,8,느림
144,81,보통
45,106,보통
100,111,보통
58,109,보통
116,114,보통
57,154,빠름
195,58,보통
31,45,느림
104,118,보통
210,166,빠름
2,111,보통
174,176,빠름
123,99,보통
165,12,느림
90,63,보통
16,37,느림
2,198,빠름
113,87,보통
199,53,보통
213,14,느림
182,97,보통
81,8,느림
108,161,빠름
43,88,보통
236,190,빠름
119,189,빠름
232,2,느림
250,113,보통
57,35,느림
155,177,빠름
50,189,빠름
100,22,느림
43,75,보통
182,14,느림
48,56,보통
218,163,빠름
191,25,느림
158,49,느림
142,3,느림
163,130,보통
128,144,보통
147,93,보통
145,92,보통
243,101,보통
162,190,빠름
58,152,빠름
228,132,보통
156,60,보통
242,21,느림
41,194,빠름
61,187,빠름
189,187,빠름
109,30,느림
92,164,빠름
131,133,보통
191,198,빠름
7,4,느림
12,89,보통
99,58,보통
152,68,보통
16,180,빠름
174,100,보통
152,161,빠름
150,22,느림
65,44,느림
231,128,보통
61,142,보통
143,143,보통
16,123,보통
65,108,보통
119,72,보통
101,193,빠름
43,23,느림
243,18,느림
41,15,느림
147,133,보통
141,166,빠름
59,52,보통
234,31,느림
33,26,느림
29,122,보통
79,72,보통
38,149,보통
236,39,느림
222,60,보통
135,170,빠름
44,198,빠름
97,182,빠름
140,142,보통
157,42,느림
15,76,보통
192,195,빠름
44,10,느림
198,198,빠름
68,78,보통
176,176,빠름
192,91,보통
127,27,느림
179,64,보통
124,37,느림
30,157,빠름
50,132,보통
21,3,느림
202,136,보통
179,184,빠름
212,180,빠름
216,5,느림
233,80,보통
158,29,느림
59,147,보통
177,94,보통
138,49,느림
110,3,느림
56,39,느림
50,59,보통
234,151,빠름
199,81,보통
20,154,빠름
82,8,느림
193,147,보통
22,50,보통
50,55,보통
217,86,보통
197,3,느림
65,128,보통
197,34,느림
219,76,보통
53,100,보통
65,61,보통
153,45,느림
185,25,느림
226,158,빠름
29,197,빠름
129,195,빠름
164,53,보통
118,144,보통
100,158,빠름
116,36,느림
27,0,느림
73,105,보통
116,123,보통
116,67,보통
73,4,느림
29,36,느림
82,11,느림
122,18,느림
17,144,보통
113,195,빠름
84,171,빠름
205,124,보통
73,114,보통
0,96,느림
43,112,보통
25,98,보통
4,109,보통
85,197,빠름
246,51,보통
143,61,보통
130,5,느림
63,150,빠름
53,14,느림
121,158,빠름
166,144,보통
155,8,느림
212,5,느림
126,56,보통
121,128,보통
241,8,느림
57,88,보통
228,68,보통
166,51,보통
239,19,느림
210,110,보통
218,153,빠름
22,85,보통
143,58,보통
244,178,빠름
101,182,빠름
67,160,빠름
54,59,보통
132,94,보통
187,174,빠름
204,43,느림
170,172,빠름
238,111,보통
117,93,보통
190,102,보통
163,150,빠름
185,75,보통
9,198,빠름
224,192,빠름
29,46,느림
145,31,느림
155,153,빠름
64,23,느림
236,15,느림
162,94,보통
208,193,빠름
187,164,빠름
130,90,보통
155,62,보통
12,168,빠름
13,10,느림
176,74,보통
14,105,보통
162,57,보통
220,32,느림
131,193,빠름
31,130,보통
84,35,느림
10,145,보통
223,106,보통
66,117,보통
30,123,보통
101,78,보통
242,125,보통
36,161,빠름
203,134,보통
74,113,보통
177,84,보통
133,25,느림
182,173,빠름
224,132,보통
123,118,보통
104,73,보통
10,165,빠름
190,98,보통
153,178,빠름
200,135,보통
75,142,보통
237,0,느림
140,128,보통
158,150,빠름
246,68,보통
250,170,빠름
67,123,보통
133,176,빠름
200,126,보통
93,120,보통
230,148,보통
83,142,보통
227,103,보통
106,89,보통
87,58,보통
181,40,느림
209,107,보통
158,78,보통
182,187,빠름
120,86,보통
197,29,느림
30,25,느림
161,170,빠름
140,173,빠름
12,82,보통
70,26,느림
212,8,느림
90,153,빠름
50,151,빠름
44,133,보통
16,62,보통
76,17,느림
75,18,느림
227,41,느림
53,84,보통
197,74,보통
27,51,보통
92,136,보통
179,114,보통
43,168,빠름
100,132,보통
132,163,빠름
6,143,보통
98,40,느림
210,96,보통
100,109,보통
138,142,보통
39,132,보통
219,93,보통
245,143,보통
205,7,느림
13,130,보통
134,82,보통
196,36,느림
114,130,보통
237,160,빠름
38,162,빠름
203,187,빠름
107,187,빠름
194,7,느림
53,46,느림
100,115,보통
46,54,보통
20,198,빠름
18,167,빠름
167,148,보통
239,44,느림
31,13,느림
157,113,보통
163,138,보통
79,11,느림
147,106,보통
162,168,빠름
68,64,보통
194,163,빠름
208,12,느림
188,30,느림
20,164,빠름
32,58,보통
224,7,느림
181,185,빠름
218,33,느림
17,133,보통
24,50,보통
237,50,보통
127,121,보통
166,170,빠름
110,25,느림
179,158,빠름
130,108,보통
165,62,보통
87,52,보통
75,148,보통
185,190,빠름
24,153,빠름
147,177,빠름
242,74,보통
163,195,빠름
42,89,보통
148,83,보통
160,79,보통
55,73,보통
193,8,느림
223,38,느림
118,192,빠름
98,58,보통
82,121,보통
70,46,느림
166,37,느림
150,82,보통
153,55,보통
218,183,빠름
121,124,보통
76,25,느림
210,75,보통
192,127,보통
223,108,보통
149,7,느림
24,187,빠름
85,146,보통
177,143,보통
66,32,느림
172,159,빠름
61,26,느림
156,197,빠름
243,85,보통
129,167,빠름
238,181,빠름
120,191,빠름
136,112,보통
179,70,보통
166,187,빠름
42,117,보통
207,110,보통
41,94,보통
220,69,보통
53,2,느림
147,53,보통
100,119,보통
83,141,보통
221,63,보통
50,102,보통
244,109,보통
138,39,느림
211,100,보통
1,53,보통
36,89,보통
205,49,느림
135,184,빠름
53,162,빠름
63,59,보통
133,184,빠름
2,30,느림
161,69,보통
12,188,빠름
59,87,보통
5,117,보통
100,182,빠름
107,169,빠름
211,95,보통
19,51,보통
32,105,보통
127,42,느림
172,35,느림
37,51,보통
155,157,빠름
124,57,보통
205,85,보통
42,187,빠름
55,60,보통
153,91,보통
35,194,빠름
105,0,느림
157,5,느림
18,122,보통
43,24,느림
111,92,보통
128,44,느림
118,32,느림
13,95,보통
120,125,보통
149,52,보통
249,155,빠름
55,55,보통
21,22,느림
194,13,느림
250,60,보통
48,66,보통
120,76,보통
133,185,빠름
57,67,보통
173,112,보통
247,120,보통
222,35,느림
15,154,빠름
108,131,보통
74,139,보통
212,43,느림
230,34,느림
179,129,보통
205,35,느림
149,102,보통
199,130,보통
217,107,보통
115,171,빠름
16,15,느림
245,19,느림
179,124,보통
48,90,보통
110,199,빠름
208,198,빠름
81,71,보통
102,135,보통
132,78,보통
3,155,빠름
197,85,보통
26,78,보통
191,41,느림
78,146,보통
118,192,빠름
184,149,보통
82,126,보통
95,200,빠름
14,120,보통
95,158,빠름
204,124,보통
213,2,느림
221,187,빠름
149,51,보통
138,113,보통
210,18,느림
29,140,보통
101,8,느림
38,170,빠름
191,95,보통
230,63,보통
48,62,보통
33,120,보통
191,10,느림
121,63,보통
2,167,빠름
130,7,느림
97,76,보통
75,15,느림
134,117,보통
25,105,보통
52,136,보통
183,169,빠름
114,3,느림
208,197,빠름
15,0,느림
64,71,보통
42,153,빠름
103,155,빠름
58,134,보통
153,175,빠름
237,162,빠름
197,184,빠름
7,15,느림
166,86,보통
4,58,보통
43,105,보통
171,52,보통
225,89,보통
216,181,빠름
5,145,보통
178,115,보통
93,39,느림
81,59,보통
147,80,보통
131,125,보통
127,134,보통
236,116,보통
29,44,느림
5,185,빠름
61,156,빠름
206,37,느림
120,126,보통
173,181,빠름
153,103,보통
242,184,빠름
73,167,빠름
217,158,빠름
19,56,보통
241,40,느림
75,54,보통
234,38,느림
216,104,보통
124,139,보통
15,196,빠름
188,190,빠름
41,186,빠름
195,21,느림
139,45,느림
224,8,느림
231,93,보통
122,14,느림
243,142,보통
125,184,빠름
85,49,느림
116,81,보통
13,162,빠름
142,165,빠름
240,117,보통
163,131,보통
45,54,보통
10,69,보통
173,128,보통
217,89,보통
229,98,보통
131,103,보통
16,199,빠름
223,182,빠름
248,151,빠름
183,151,빠름
231,39,느림
32,148,보통
158,167,빠름
60,190,빠름
197,148,보통
246,97,보통
143,150,빠름
136,55,보통
64,192,빠름
225,51,보통
5,67,보통
192,59,보통
28,116,보통
17,57,보통
113,173,빠름
225,24,느림
167,55,보통
58,175,빠름
174,135,보통
92,158,빠름
227,135,보통
141,182,빠름
112,144,보통
139,128,보통
96,48,느림
230,45,느림
6,18,느림
75,174,빠름
222,36,느림
249,165,빠름
135,56,보통
139,162,빠름
84,18,느림
113,20,느림
90,6,느림
44,103,보통
242,87,보통
84,169,빠름
153,121,보통
167,152,빠름
2,58,보통
20,16,느림
25,151,빠름
178,68,보통
149,194,빠름
204,136,보통
211,120,보통
216,117,보통
211,192,빠름
97,152,빠름
77,164,빠름
172,76,보통
225,194,빠름
65,71,보통
215,106,보통
106,111,보통
41,84,보통
49,191,빠름
65,176,빠름
78,57,보통
211,96,보통
56,2,느림
187,147,보통
171,136,보통
127,2,느림
189,57,보통
96,84,보통
22,105,보통
33,200,빠름
221,42,느림
165,102,보통
101,158,빠름
41,33,느림
40,68,보통
138,110,보통
16,196,빠름
205,101,보통
14,23,느림
102,78,보통
240,66,보통
116,5,느림
118,9,느림
59,155,빠름
149,38,느림
99,198,빠름
250,183,빠름
89,54,보통
57,46,느림
22,31,느림
232,92,보통
120,98,보통
118,189,빠름
32,186,빠름
38,21,느림
81,42,느림
119,141,보통
166,156,빠름
192,34,느림
13,22,느림
76,94,보통
43,164,빠름
159,156,빠름
129,154,빠름
101,72,보통
6,28,느림
62,106,보통
90,36,느림
130,97,보통
33,65,보통
39,114,보통
191,27,느림
114,33,느림
41,3,느림
22,174,빠름
10,185,빠름
17,123,보통
203,77,보통
213,102,보통
126,62,보통
159,110,보통
241,95,보통
171,136,보통
243,124,보통
8,148,보통
93,92,보통
38,168,빠름
93,37,느림
57,62,보통
109,82,보통
194,143,보통
94,163,빠름
24,44,느림
17,15,느림
195,96,보통
218,189,빠름
93,91,보통
112,46,느림
207,163,빠름
110,38,느림
116,136,보통
97,145,보통
168,188,빠름
129,173,빠름
151,114,보통
163,27,느림
76,6,느림
109,171,빠름
242,114,보통
226,184,빠름
92,160,빠름
3,200,빠름
110,29,느림
8,127,보통
87,46,느림
247,95,보통
129,92,보통
41,144,보통
106,17,느림
89,198,빠름
39,200,빠름
9,169,빠름
236,116,보통
146,118,보통
120,79,보통
90,66,보통
111,193,빠름
68,17,느림
226,17,느림
117,193,빠름
7,113,보통
51,167,빠름
57,198,빠름
94,67,보통
239,69,보통
76,101,보통
231,166,빠름
63,99,보통
162,186,빠름
165,134,보통
81,33,느림
107,96,보통
42,28,느림
2,98,보통
212,122,보통
88,90,보통
153,145,보통
127,151,빠름
126,34,느림
188,88,보통
162,8,느림
150,32,느림
243,165,빠름
161,170,빠름
62,6,느림
190,2,느림
118,199,빠름
92,31,느림
33,133,보통
13,4,느림
36,47,느림
61,10,느림
156,85,보통
7,36,느림
195,120,보통
41,107,보통
126,75,보통
51,58,보통
69,1,느림
100,33,느림
87,125,보통
74,62,보통
70,142,보통
43,41,느림
196,199,빠름
196,198,빠름
192,43,느림
246,104,보통
40,120,보통
98,165,빠름
30,6,느림
193,139,보통
246,42,느림
127,78,보통
126,99,보통
140,94,보통
176,90,보통
162,151,빠름
219,141,보통
168,108,보통
74,49,느림
59,86,보통
73,103,보통
235,198,빠름
142,83,보통
171,121,보통
88,9,느림
42,6,느림
188,24,느림
131,71,보통
153,22,느림
231,28,느림
206,59,보통
191,120,보통
47,45,느림
200,119,보통
29,0,느림
234,133,보통
239,75,보통
86,53,보통
226,18,느림
180,39,느림
52,26,느림
62,200,빠름
131,101,보통
121,55,보통
174,24,느림
42,89,보통
96,52,보통
144,128,보통
126,66,보통
175,151,빠름
135,190,빠름
26,126,보통
193,60,보통
221,17,느림
72,10,느림
82,61,보통
174,31,느림
206,143,보통
106,162,빠름
11,135,보통
134,4,느림
118,81,보통
187,66,보통
38,80,보통
150,120,보통
14,1,느림
13,18,느림
68,30,느림
9,180,빠름
45,34,느림
20,128,보통
244,45,느림
6,15,느림
232,121,보통
138,186,빠름
247,50,보통
210,101,보통
234,142,보통
227,188,빠름
243,81,보통
154,97,보통
183,13,느림
247,93,보통
21,5,느림
164,118,보통
132,180,빠름
1,81,보통
118,192,빠름
169,22,느림
175,97,보통
209,10,느림
80,173,빠름
3,47,느림
221,163,빠름
51,200,빠름
224,95,보통
100,55,보통
137,100,보통
98,117,보통
219,63,보통
33,120,보통
107,194,빠름
82,142,보통
76,112,보통
207,77,보통
196,150,빠름
237,137,보통
212,164,빠름
69,153,빠름
192,143,보통
201,144,보통
188,101,보통
44,136,보통
162,93,보통
9,27,느림
10,136,보통
222,155,빠름
105,197,빠름
164,19,느림
12,144,보통
134,193,빠름
107,70,보통
218,147,보통
90,27,느림
120,132,보통
41,140,보통
1,158,빠름
10,41,느림
223,180,빠름
51,128,보통
87,139,보통
158,180,빠름
204,154,빠름
83,41,느림
49,197,빠름
125,86,보통
130,71,보통
4,159,빠름
38,57,보통
187,60,보통
75,79,보통
196,154,빠름
113,35,느림
193,33,느림
170,106,보통
46,79,보통
62,148,보통
197,121,보통
208,120,보통
156,200,빠름
62,14,느림
220,103,보통
76,83,보통
100,4,느림
100,83,보통
190,84,보통
129,56,보통
28,143,보통
159,84,보통
200,166,빠름
47,5,느림
8,119,보통
78,57,보통
193,119,보통
101,187,빠름
89,7,느림
182,50,보통
109,159,빠름
202,163,빠름
42,14,느림
201,191,빠름
114,55,보통
28,189,빠름
108,172,빠름
31,6,느림
47,134,보통
225,130,보통
230,191,빠름
53,118,보통
161,131,보통
129,137,보통
80,191,빠름
21,75,보통
97,188,빠름
39,8,느림
86,13,느림
122,57,보통
29,111,보통
226,117,보통
157,113,보통
248,119,보통
95,50,보통
153,194,빠름
193,18,느림
141,62,보통
185,191,빠름
185,41,느림
21,148,보통
60,59,보통
190,10,느림
108,37,느림
51,56,보통
171,18,느림
193,106,보통
213,198,빠름
168,175,빠름
148,55,보통
114,200,빠름
233,193,빠름
60,177,빠름
160,191,빠름
31,8,느림
159,161,빠름
171,94,보통
63,130,보통
45,121,보통
121,73,보통
34,63,보통
185,4,느림
127,7,느림
59,163,빠름
44,92,보통
127,129,보통
246,134,보통
77,4,느림
207,173,빠름
112,167,빠름
144,109,보통
217,67,보통
191,0,느림
76,152,빠름
110,63,보통
25,66,보통
99,79,보통
196,182,빠름
145,70,보통
207,131,보통
191,93,보통
73,70,보통
164,182,빠름
187,73,보통
250,125,보통
122,51,보통
243,109,보통
202,132,보통
196,19,느림
16,66,보통
241,39,느림
103,78,보통
168,5,느림
149,13,느림
212,25,느림
224,159,빠름
78,165,빠름
7,118,보통
192,37,느림
125,77,보통
121,64,보통
250,33,느림
57,142,보통
126,52,보통
196,180,빠름
14,31,느림
238,85,보통
84,118,보통
19,92,보통
78,191,빠름
156,180,빠름
151,8,느림
194,126,보통
235,132,보통
210,25,느림
128,104,보통
144,84,보통
15,146,보통
153,150,빠름
6,19,느림
120,147,보통
104,25,느림
5,193,빠름
141,22,느림
163,28,느림
170,169,빠름
220,20,느림
190,32,느림
130,177,빠름
0,3,느림
61,178,빠름
109,143,보통
62,68,보통
9,178,빠름
235,5,느림
230,119,보통
93,197,빠름
237,116,보통
25,151,빠름
56,133,보통
121,169,빠름
226,63,보통
